콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,등록일시,SNS공유수,인기점수,등록일시_1,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000022290,음식점,라쁠라주,국문,라쁠라주,,y,,,443,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-08-01,0,886,,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000501377,음식점,채원일식,국문,채원일식,,y,5,,1926,,0,2,0,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,3862,8896817,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,2019-09-11,,2019-09-11,,y,
CONT_000000000500730,쇼핑,삼다닷컴,국문,삼다닷컴,,y,3,,4031,,0,1,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,8067,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-04-15,,2019-04-15,,y,
CONT_000000000501249,음식점,민봉태중화요리,국문,민봉태중화요리,,y,,,2206,,0,0,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,4412,9410150,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-09-11,,2019-09-11,,y,
CNTS_000000000021897,숙박,오름게스트하우스,국문,오름게스트하우스,,y,,,2294,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-04-19,0,4588,,n,2017-04-19,2017-04-19,2017-04-19,2017-04-19,y,y,y,y,,y,,y,,y,,y,,,,2020-08-24,,y,
CNTS_000000000022245,축제/행사,제주국제관악제,국문,제주국제관악제,,y,,,10448,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,t,y,y,y,y,y,y,2017-07-28,10,20899,,n,2017-07-28,2017-07-28,2017-07-28,2019-07-29,y,n,n,y,,y,,t,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019948,관광지,쇠소깍제트,국문,쇠소깍제트,,y,3,,11215,,1,1,46,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-31,6,22438,,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,y,y,y,1,y,,y,,y,,y,,2019-09-06,,2019-09-06,,y,
CNTS_000000000022142,숙박,펜션 에덴호스텔,국문,펜션 에덴호스텔,,y,,,1056,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-12,0,2112,,n,2017-07-12,2017-07-12,2017-07-12,2017-07-12,y,y,y,y,,y,,y,,y,,y,,2019-07-18,,2019-07-18,,y,
CNTS_000000000021948,테마여행,"2017년 6월에 놓치지 말아야 할 관광 10선 <이색적인 모험, 디스커버 제주 10>",국문,"6월에 놓치지 말아야 할 관광 10선 <이색적인 모험, 디스커버 제주 10>",,y,,,29028,,8,0,5,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-05-22,0,58080,,n,2017-05-22,2017-05-22,2017-05-22,2017-05-22,n,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500387,관광지,수악 (물오름),국문,수악 (물오름),,y,,,4299,,0,0,23,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,8598,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000020057,음식점,저팔계깡통연탄구이,국문,저팔계깡통연탄구이,,y,5,,1345,,0,1,12,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-04,0,2695,9323698,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022257,관광지,타보카 월정리투명카약,국문,타보카 월정리투명카약,,y,5,,7709,,2,1,102,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-31,9,15429,,n,2017-07-31,2017-07-31,2017-07-31,2017-07-31,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022283,숙박,달빛정원게스트하우스,국문,달빛정원게스트하우스,,y,,,569,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2017-08-01,1,1138,,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000501270,음식점,살랑살랑샤브샤브,국문,살랑살랑샤브샤브,,y,5,,1417,,0,1,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,2839,10298412,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
CONT_000000000501287,음식점,세자매식당,국문,세자매식당,,y,,,2238,,1,0,17,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,4479,9261550,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CONT_000000000501296,음식점,신옛촌,국문,신옛촌,,y,3,,3221,,0,1,11,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,6447,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,2,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020335,숙박,너를만나행복해,국문,너를만나행복해,,y,4,,4003,,2,4,2,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-18,0,8032,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,10,,,,,,,,,,,,,,
CNTS_000000000020353,음식점,이성필 커피볶는집,국문,이성필 커피볶는집,,y,5,,783,,0,1,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-18,0,1571,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020355,숙박,동네형들게스트하우스,국문,동네형들게스트하우스,,y,3,,1376,,0,1,1,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-18,0,2757,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022039,쇼핑,더아일랜더,국문,더아일랜더,,y,5,blog.naver.com/kui3033,11440,,5,2,51,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-06-28,6,22905,7812750,n,2017-06-28,2017-06-28,2017-06-28,2017-06-28,y,y,y,y,,y,,y,,y,,y,,2019-11-13,,2019-11-13,,y,
CNTS_000000000020982,관광지,신양포구,국문,신양포구,,y,,,1587,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-14,1,3174,,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021137,숙박,스테이지게스트하우스,국문,스테이지게스트하우스,,y,,blog.naver.com/stagejeju,1345,,0,0,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-19,0,2690,,n,2016-12-19,2016-12-19,2016-12-19,2016-12-19,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000008496,음식점,미번베트남쌀국수,국문,미번베트남쌀국수,,y,0,,1466,,0,0,4,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-03-25,0,2932,,n,2019-03-25,2019-03-28,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020054,음식점,월정리갈비밥,국문,월정리갈비밥,,y,4,http://www.instagram.com/jeju__galbibob,3298,,0,2,23,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-04,4,6606,12962672,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,n,n,n,3,y,,y,,y,,y,,2019-03-19,,2019-02-25,,n,
CNTS_000000000020055,음식점,고메아일랜드,국문,고메아일랜드,,y,5,,2082,,0,1,4,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-04,0,4169,,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,y,y,y,1,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
CNTS_000000000020059,음식점,난드르깡통구이,국문,난드르깡통구이,,y,4,,2864,,1,2,13,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-04,0,5741,9385590,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,y,y,y,2,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CNTS_000000000020952,관광지,지포뮤지엄,국문,지포뮤지엄,,y,5,,10973,,4,1,26,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-14,1,21963,,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022301,음식점,달에,국문,달에,,y,,,1386,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-02,0,2772,,n,2017-08-02,2017-08-02,2017-08-02,2017-08-02,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CONT_000000000501300,음식점,아랑,국문,아랑,,y,,,1336,,0,0,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,2672,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CONT_000000000500230,관광지,"방주오름 (방지오름, 방제오름)",국문,"방주오름 (방지오름, 방제오름)",,y,,,1416,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,2832,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-07-22,,2019-07-22,,y,
CONT_000000000500618,관광지,천지연폭포,국문,천지연폭포,,y,5,,322025,,72,199,1676,0,6,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,241,645261,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,294,y,y,y,y,y,y,y,y,2019-07-22,2019-07-22,2019-07-22,2019-07-22,y,y
CNTS_000000000020517,음식점,동방양꼬치구이,국문,동방양꼬치구이,,y,3,,2134,,1,1,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-22,0,4276,9121765,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,n,n,n,n,1,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022147,음식점,곽지식당,국문,곽지식당,,y,,,2195,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,2017-07-12,0,4390,9027316,n,2017-07-12,2017-07-12,2017-07-12,2017-07-12,y,y,y,n,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CNTS_000000000022177,음식점,버거307,국문,버거307,,y,,,2359,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-19,0,4718,,n,2017-07-19,2017-07-19,2017-07-19,2017-07-19,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CNTS_000000000022209,음식점,준반점,국문,준반점,,y,,,1862,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-26,0,3724,9169971,n,2017-07-26,2017-07-26,2017-07-26,2017-07-26,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CNTS_000000000022210,음식점,용두암 바당회국수,국문,용두암 바당회국수,,y,,,969,,0,0,6,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-26,0,1938,9070908,n,2017-07-26,2017-07-26,2017-07-26,2017-07-26,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021306,숙박,단추스테이,국문,단추스테이,,y,5,,1676,,0,1,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-24,1,3357,,n,2016-12-24,2016-12-24,2016-12-24,2016-12-24,n,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000021945,음식점,제주기정떡,국문,제주기정떡,,y,,,2375,,2,0,11,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-05-19,0,4756,,n,2017-05-19,2017-05-19,2017-05-19,2017-05-19,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500405,관광지,쌍용굴(한림공원),국문,쌍용굴(한림공원),,y,5,,11702,,2,1,73,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,3,23415,11742869,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,5,y,,y,,y,,y,,2019-08-28,,2019-08-28,,y,
CONT_000000000500390,관광지,쉬리의언덕,국문,쉬리의언덕,,y,5,,15481,,3,4,103,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,2,30991,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,9,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CONT_000000000500392,관광지,시민축구장,국문,시민축구장,,y,,,963,,0,0,1,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,1926,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000018164,숙박,제주펄관광호텔,국문,제주펄관광호텔,,y,,,1295,,1,0,0,0,0,y,y,y,y,y,y,y,y,m,y,m,y,y,y,y,y,2016-09-29,0,2593,1163865,n,2016-09-29,2016-09-29,2019-04-23,2016-09-29,y,n,y,n,,y,,y,,y,,y,,2019-04-23,,2019-04-23,,y,
CNTS_200000000007232,축제/행사,금능원담축제,국문,금능원담축제,,y,0,,0,,0,0,0,0,0,y,y,y,m,y,,,,m,m,m,,,,,,2018-07-16,0,,,n,2018-07-16,,,,y,n,n,n,0,,,,,,,,,,,,,,
CONT_000000000501141,숙박,더캐슬,국문,더캐슬,,y,,,787,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,1574,7954606,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501159,음식점,갤러리앤카페고팡,국문,갤러리앤카페고팡,,y,,www.hue-gopang.com,1921,,2,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,3848,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000500546,관광지,제주돌마을공원,국문,제주돌마을공원,,y,5,,8465,,3,3,39,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,16954,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,5,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CONT_000000000500297,관광지,삼매봉,국문,삼매봉,,y,5,,5157,,0,1,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,10319,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,5,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CONT_000000000500299,관광지,삼사석,국문,삼사석,,y,,,2539,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,5081,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000021301,쇼핑,아코하루,국문,아코하루,,y,,,1459,,0,0,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-24,0,2918,,n,2016-12-24,2016-12-24,2016-12-24,2016-12-24,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020518,숙박,코시롱게스트하우스,국문,코시롱게스트하우스,,y,3,,1607,,0,2,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-22,0,3224,,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,n,n,n,n,2,,,,,,,,,,,,,,
CONT_000000000501303,음식점,앞돈지,국문,앞돈지,,y,,,947,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,1894,8943836,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000500566,관광지,제주월드컵경기장,국문,제주월드컵경기장,,y,4,,48801,,0,14,14,0,1,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,69,97672,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,12,y,,y,,n,,y,,2019-07-22,,2019-07-22,,y,
CNTS_200000000009201,테마여행,‘달리면’ 제주가 달라 보인다 <제주 해안도로 Best of Best 5>,국문,‘달리면’ 제주가 달라 보인다 <제주 해안도로 Best of Best 5>,,y,0,,21107,,0,0,2,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-09-10,6,42214,,n,2019-09-10,2019-09-17,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000009202,테마여행,공항 가기 전 짜투리 시간도 알차게! <제주시 숲길>,국문,공항 가기 전 짜투리 시간도 알차게! <제주시 숲길>,,y,0,,12404,,1,0,1,0,0,y,y,y,y,y,y,y,,y,y,m,y,y,,y,y,2019-09-10,1,24811,,n,2019-09-10,2020-03-03,2020-03-05,,y,y,y,n,0,y,y,y,y,y,y,y,y,2020-03-05,2020-03-04,2020-03-05,2020-03-04,y,y
CNTS_000000000018157,숙박,선샤인호텔,국문,선샤인호텔,,y,5,,3312,,0,1,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-09-29,0,6629,582095,n,2016-09-29,2016-09-29,2016-09-29,2016-09-29,n,n,n,n,2,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020290,음식점,2093하우스,국문,2093하우스,,y,4,,4441,,2,2,23,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-17,1,8898,8930691,n,2016-11-17,2016-11-17,2016-11-17,2016-11-17,y,y,y,y,2,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
CNTS_000000000020295,숙박,펄리플러스,국문,펄리플러스,,y,5,,3602,,1,3,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-17,3,7222,12789168,n,2016-11-17,2016-11-17,2016-11-17,2016-11-17,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022271,음식점,땅땅치킨 봉개점,국문,땅땅치킨 봉개점,,y,,,2437,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-31,0,4874,9107702,n,2017-07-31,2017-07-31,2017-07-31,2017-07-31,y,y,y,y,,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
CNTS_000000000022277,숙박,블랑게스트하우스,국문,블랑게스트하우스,,y,,http://blog.naver.com/blancinjeju,1039,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-01,0,2078,,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018312,음식점,카페공작소,국문,카페공작소,,y,5,http://instagram.com/cafegongjakso,14610,,10,51,182,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-06,4,29505,8891573,n,2016-10-06,2018-11-05,2018-11-05,2018-11-05,y,y,y,y,109,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000018314,음식점,섭지향,국문,섭지향,,y,4,,1871,,0,2,9,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-06,0,3752,9271243,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018315,음식점,아뜰리에 제주명월,국문,아뜰리에 제주명월,,y,4,http://www.jeju-myongwol.com/,2761,,0,9,25,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-06,0,5567,10298576,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,13,,,,,,,,,,,,,,
CNTS_000000000018319,음식점,숙이네보리빵,국문,숙이네보리빵,,y,3,,3560,,1,3,20,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-06,0,7138,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,3,,,,,,,,,,,,,,
CONT_000000000500413,관광지,안돌오름,국문,안돌오름,,y,5,,7434,,3,6,37,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,5,14907,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,12,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_200000000007971,숙박,그랜드메르호텔,국문,그랜드메르호텔,,y,4,,1851,,2,1,4,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2018-12-06,0,3713,,n,2018-12-06,2018-12-11,,,y,y,n,n,0,,,,,,,,,,,,,,
CNTS_000000000018304,음식점,연화키친,국문,연화키친,,y,4,blog.naver.com/yhsnack/,3798,,0,7,22,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-10-06,0,7631,,n,2016-10-06,2019-12-24,2016-10-06,2016-10-06,y,y,n,n,10,,,,,,,,,,,,,,
CONT_000000000500265,관광지,붉은오름(표선면),국문,붉은오름(표선면),,y,5,,7569,,3,3,16,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,15162,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,6,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000022801,테마여행,설날 어디서 뭐하지 <황금개띠 해 제주에서 설을 즐기는 꿀팁>,국문,설날 어디서 뭐하지 <황금개띠 해 제주에서 설을 즐기는 꿀팁>,,y,,,2033,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-02-12,0,4066,,n,2018-02-12,2018-02-12,2018-02-12,2018-02-12,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022279,숙박,엘마르게스트하우스,국문,엘마르게스트하우스,,y,,,1097,,1,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-01,3,2197,12571147,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,y,y,y,,y,,y,,y,,y,,2019-12-02,,2019-12-02,,y,
CNTS_000000000018308,음식점,대수길다방,국문,대수길다방,,y,5,https://www.instagram.com/p/CKAiHHCjT6Z/igshid=pjmbqe9dna35,2388,,0,4,16,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-06,0,4796,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,10,,,,,,,,,,,,,,
CNTS_000000000018309,관광지,제주베니스랜드,국문,제주베니스랜드,,y,5,,32449,,6,13,177,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-06,13,64981,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,17,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000501168,음식점,교래아름가든,국문,교래아름가든,,y,,,1304,,0,0,7,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,2608,8945214,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020736,음식점,오데뜨,국문,오데뜨,,y,3,https://www.instagram.com/odettjin,1606,,0,1,5,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-28,0,3217,,n,2016-11-28,2016-11-28,2016-11-28,2016-11-28,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021303,테마여행,두 발이 닿는 곳은 어디든지 <송악산 둘레길과 올레길 걷기 >,국문,두 발이 닿는 곳은 어디든지 <송악산 둘레길과 올레길 걷기 >,,y,5,,14907,,5,1,19,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-12-24,2,29834,,n,2016-12-24,2016-12-24,2016-12-24,2016-12-24,n,n,n,n,,y,,y,,y,,y,,,,2022-03-03,,n,
CNTS_000000000021491,관광지,추사 유배길 - 2코스 인연의 길,국문,추사 유배길 - 2코스 인연의 길,,y,5,,2227,,0,1,8,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-28,2,4459,,n,2016-12-28,2016-12-28,2016-12-28,2016-12-28,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020243,음식점,산포식당,국문,산포식당,,y,3,sanpo.modoo.at,4429,,0,1,10,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-16,0,8863,9420981,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000020597,숙박,팜핑제주,국문,팜핑제주,,y,3,,3837,,1,1,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-24,1,7682,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,y,y,y,3,y,,y,,y,,y,,2019-12-03,,2019-12-03,,y,
CNTS_000000000020615,숙박,브릭216,국문,브릭216,,y,3,,1685,,0,1,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-24,0,3375,10035179,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,1,,,,,,,,,,,,,,
CONT_000000000500888,숙박,바다올레,국문,바다올레,,y,,,1634,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-05-30,0,3268,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022654,음식점,카페 아트진,국문,카페 아트진,,y,5,,684,,3,5,3,0,0,y,y,n,m,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-17,0,1377,,n,2017-10-17,2017-10-17,2017-10-17,2017-10-17,n,n,n,n,,,,,,,,,,,,,,,
